"","TP.Date","TP.Flow","TP.concentrations.TP","lnC","lnQ"
"1",2009-07-07,8.7,0.058,-2.84731226843572,2.16332302566054
"2",2009-07-14,7.2,0.056,-2.88240358824699,1.97408102602201
"3",2009-07-21,9,0.072,-2.63108915996608,2.19722457733622
"4",2009-07-28,7,0.054,-2.91877123241786,1.94591014905531
"5",2009-08-04,6.4,0.058,-2.84731226843572,1.85629799036563
"6",2009-08-11,8,0.076,-2.57702193869581,2.07944154167984
"7",2009-08-18,6.6,0.058,-2.84731226843572,1.88706964903238
"8",2009-08-25,5.7,0.068,-2.68824757380603,1.7404661748405
"9",2009-09-01,6,0.056,-2.88240358824699,1.79175946922805
"10",2009-09-08,6,0.046,-3.07911388249304,1.79175946922805
"11",2009-09-15,8.2,0.065,-2.7333680090865,2.10413415427021
"12",2009-09-22,19,0.144,-1.93794197940614,2.94443897916644
"13",2009-09-29,6.6,0.054,-2.91877123241786,1.88706964903238
"14",2009-10-06,6.1,0.054,-2.91877123241786,1.80828877117927
"15",2009-10-09,334,1.66,0.506817602368452,5.8111409929767
"16",2009-10-13,42,0.086,-2.45340798272863,3.73766961828337
"17",2009-10-20,22,0.058,-2.84731226843572,3.09104245335832
"18",2009-10-27,148,0.066,-2.71810053695571,4.99721227376411
"19",2009-11-03,81,0.062,-2.78062089393705,4.39444915467244
"20",2009-11-10,13,0.06,-2.81341071676004,2.56494935746154
"21",2009-11-17,10,0.056,-2.88240358824699,2.30258509299405
"22",2009-11-23,9.3,0.056,-2.88240358824699,2.23001440015921
"23",2009-12-01,7.9,0.05,-2.99573227355399,2.06686275947298
"24",2009-12-08,7.9,0.046,-3.07911388249304,2.06686275947298
"25",2009-12-15,7.2,0.036,-3.32423634052603,1.97408102602201
"26",2009-12-21,8.2,0.036,-3.32423634052603,2.10413415427021
"27",2009-12-29,10,0.04,-3.2188758248682,2.30258509299405
"28",2010-01-05,10,0.04,-3.2188758248682,2.30258509299405
"29",2010-01-12,8.3,0.036,-3.32423634052603,2.11625551480255
"30",2010-01-19,8.4,0.042,-3.17008566069877,2.12823170584927
"31",2010-01-26,13,0.028,-3.57555076880693,2.56494935746154
"32",2010-02-03,15,0.05,-2.99573227355399,2.70805020110221
"33",2010-02-10,27,0.046,-3.07911388249304,3.29583686600433
"34",2010-02-16,16,0.038,-3.27016911925575,2.77258872223978
"35",2010-02-23,17,0.04,-3.2188758248682,2.83321334405622
"36",2010-03-02,12,0.04,-3.2188758248682,2.484906649788
"37",2010-03-08,14,0.016,-4.13516655674236,2.63905732961526
"38",2010-03-16,9.6,0.042,-3.17008566069877,2.26176309847379
"39",2010-03-22,42,0.078,-2.55104645229255,3.73766961828337
"40",2010-03-30,72,0.046,-3.07911388249304,4.27666611901606
"41",2010-04-07,48,0.05,-2.99573227355399,3.87120101090789
"42",2010-04-13,38,0.059,-2.83021783507642,3.63758615972639
"43",2010-04-20,34,0.042,-3.17008566069877,3.52636052461616
"44",2010-04-27,35,0.052,-2.95651156040071,3.55534806148941
"45",2010-05-04,32,0.052,-2.95651156040071,3.46573590279973
"46",2010-05-11,32,0.06,-2.81341071676004,3.46573590279973
"47",2010-05-14,68,0.45,-0.798507696217772,4.21950770517611
"48",2010-05-18,68,0.078,-2.55104645229255,4.21950770517611
"49",2010-05-20,261,0.734,-0.309246250367621,5.56452040732269
"50",2010-05-26,92,0.078,-2.55104645229255,4.52178857704904
"51",2010-06-01,23,0.072,-2.63108915996608,3.13549421592915
"52",2010-06-08,12,0.068,-2.68824757380603,2.484906649788
"53",2010-06-15,12,0.068,-2.68824757380603,2.484906649788
"54",2010-06-23,7.3,0.138,-1.98050159382493,1.98787434815435
"55",2010-08-04,5.5,0.062,-2.78062089393705,1.70474809223843
"56",2010-08-09,5.3,0.058,-2.84731226843572,1.66770682055808
"57",2010-08-18,5.1,0.058,-2.84731226843572,1.62924053973028
"58",2010-08-25,4.2,0.056,-2.88240358824699,1.43508452528932
"59",2010-09-02,5.9,0.058,-2.84731226843572,1.77495235091167
"60",2010-09-08,5.3,0.058,-2.84731226843572,1.66770682055808
"61",2010-09-15,10,0.074,-2.60369018577797,2.30258509299405
"62",2010-09-23,5.5,0.044,-3.12356564506388,1.70474809223843
